Time;PE1MAX;PE1MIN;PE2MAX;PE2MIN;PEEQMAX;PEEQMIN
0;0;0;0;0;0;0
0.0001;0;0;0;0;0;0
0.0002;0;0;0;0;0;0
0.0003;0;0;0;0;0;0
0.0004;0;0;0;0;0;0
0.0005;0;0;0;0;0;0
0.0006;0;0;0;0;0;0
0.0007;0;0;0;0;0;0
0.0008;0;0;0;0;0;0
0.0009;0;0;0;0;0;0
0.001;0;0;0;0;0;0
0.0011;0;0;0;0;0;0
0.0012;0;0;0;0;0;0
0.0013;0;0;0;0;0;0
0.0014;0;0;0;0;0;0
0.0015;0;0;0;0;0;0
0.0016;0;0;0;0;0;0
0.0017;0;0;0;0;0;0
0.0018;0;0;0;0;0;0
0.0019;0;0;0;0;0;0
0.002;0;0;0;0;0;0
0.0021;0;0;0;0;0;0
0.0022;0;0;0;0;0;0
0.0023;0;0;0;0;0;0
0.0024;0;0;0;0;0;0
0.0025;0;0;0;0;0;0
0.0026;0;0;0;0;0;0
0.0027;0;0;0;0;0;0
0.0028;0;0;0;0;0;0
0.0029;0;0;0;0;0;0
0.003;0;0;0;0;0;0
0.0031;0;0;0;0;0;0
0.0032;0;0;0;0;0;0
0.0033;0;0;0;0;0;0
0.0034;0;0;0;0;0;0
0.0035;0;0;0;0;0;0
0.0036;0;0;0;0;0;0
0.0037;0;0;0;0;0;0
0.0038;0;0;0;0;0;0
0.0039;0;0;0;0;0;0
0.004;0;0;0;0;0;0
0.0041;0;0;0;0;0;0
0.0042;0;0;0;0;0;0
0.0043;0;0;0;0;0;0
0.0044;0;0;0;0;0;0
0.0045;0;0;0;0;0;0
0.0046;0;0;0;0;0;0
0.0047;0;0;0;0;0;0
0.0048;0;0;0;0;0;0
0.0049;0;0;0;0;0;0
0.005;0;0;0;0;0;0
0.0051;0;0;0;0;0;0
0.0052;0;0;0;0;0;0
0.0053;0;0;0;0;0;0
0.0054;0;0;0;0;0;0
0.0055;0;0;0;0;0;0
0.0056;0;0;0;0;0;0
0.0057;0;0;0;0;0;0
0.0058;0;1.93E-07;0;-1.81E-07;0;2.16E-07
0.0059;0;8.05E-06;0;-7.52E-06;0;9.01E-06
0.006;0;3.66E-05;0;-3.42E-05;0;4.10E-05
0.0061;2.43E-07;8.30E-05;-2.11E-07;-7.76E-05;2.64E-07;9.29E-05
0.0061;2.43E-07;8.30E-05;-2.11E-07;-7.76E-05;2.64E-07;9.29E-05
0.00619125;6.58E-06;0.000137298;-5.73E-06;-0.000128294;7.16E-06;0.000153604
0.00685887;0.000519143;0.000686496;-0.000451358;-0.000642122;0.000564405;0.00076836
0.0106849;0.00347399;0.00369326;-0.00299813;-0.00346834;0.00376689;0.00414088
0.0156849;0.00715818;0.00742034;-0.00614326;-0.0069879;0.00774651;0.00832988
0.0206849;0.0110002;0.0113053;-0.00940407;-0.0106638;0.0118884;0.0127002
0.0256849;0.0148776;0.015214;-0.012684;-0.0143613;0.0160638;0.0170969
0.0306849;0.0187287;0.0190998;-0.0159369;-0.0180363;0.0202089;0.0214674
0.0356849;0.0227583;0.023164;-0.0193377;-0.0218753;0.0245452;0.0260365
0.0406849;0.0266832;0.0271258;-0.0226493;-0.0256138;0.0287686;0.0304887
0.0456849;0.0307457;0.0312311;-0.0260769;-0.0294836;0.0331403;0.0351003
0.0506849;0.0348049;0.0353351;-0.0295023;-0.0333468;0.0375091;0.0397082
0.0556849;0.0389186;0.0395004;-0.0329744;-0.0372629;0.0419371;0.0443829
0.0606849;0.0430802;0.0437162;-0.0364878;-0.041221;0.0464176;0.049112
0.0656849;0.0472307;0.0479266;-0.0399933;-0.0451696;0.0508872;0.0538334
