Time,PEEQ,DUCTCRT
0.0141,0,0
0.0142,0,0
0.0143,0,0
0.0144,0,0
0.0145,0,0
0.0146,0,0
0.0147,0,0
0.0148,0,0
0.0149,0,0
0.015,0,0
0.0151,0,0
0.0152,0,0
0.0153,0,0
0.0154,0,0
0.0155,0,0
0.0156,0,0
0.0157,0,0
0.0158,0,0
0.0159,0,0
0.016,0,0
0.0161,0,0
0.0162,0,0
0.0163,0,0
0.0164,0,0
0.0165,0,0
0.0166,0,0
0.0167,0,0
0.0168,0,0
0.0169,0,0
0.017,0,0
0.0171,0,0
0.0172,0,0
0.0173,0,0
0.0174,0,0
0.0175,0,0
0.0176,0,0
0.0177,0,0
0.0178,0,0
0.0179,0,0
0.018,0,0
0.0181,0,0
0.0182,0,0
0.0183,0,0
0.0184,0,0
0.0185,0,0
0.0186,0,0
0.0187,0,0
0.0188,0,0
0.0189,0,0
0.019,0,0
0.0191,0,0
0.0192,0,0
0.0193,0,0
0.0194,0,0
0.0195,0,0
0.0196,0,0
0.0197,0,0
0.0198,0,0
0.0199,0,0
0.02,0,0
0.0201,0,0
0.0202,0,0
0.0203,0,0
0.0204,0,0
0.0205,0,0
0.0206,0,0
0.0207,0,0
0.0208,0,0
0.0209,0,0
0.021,0,0
0.0211,0,0
0.0212,0,0
0.0213,0,0
0.0214,0,0
0.0215,0,0
0.0216,0,0
0.0216,0,0
0.0216912,0,0
0.0223589,0,0
0.02512,0.000535981,0.00442068
0.02812,0.00124485,0.0103751
0.03112,0.00195294,0.0164245
0.03412,0.00266018,0.0225543
0.03712,0.00336654,0.0287523
0.04012,0.00407203,0.0350081
0.04312,0.00477663,0.0413131
0.04612,0.00548037,0.0476597
0.0491199,0.00618312,0.0540403
0.05212,0.00688479,0.0604485
0.05512,0.00758538,0.0668792
0.05812,0.00828532,0.0733324
0.06112,0.00898463,0.0798047
0.0641199,0.00968333,0.0862933
0.06712,0.0103905,0.0928814
0.0701199,0.0111041,0.0995494
0.07312,0.011817,0.106229
0.07612,0.0125294,0.11292
0.07912,0.0132412,0.119619
0.08212,0.0139525,0.126325
0.08512,0.0146627,0.133033
0.08812,0.0153714,0.139736
0.09112,0.016079,0.146438
0.09412,0.0167858,0.15314
0.0971199,0.0174918,0.159843
0.10012,0.0181973,0.166546
0.10312,0.0189024,0.173252
0.10612,0.019607,0.179959
0.10912,0.0203134,0.186689
0.11212,0.0210221,0.193445
0.11512,0.0217305,0.200205
0.11812,0.0224388,0.206967
0.12112,0.0231469,0.213733
0.12412,0.0238547,0.2205
0.12712,0.0245624,0.22727
0.13012,0.0252699,0.234041
0.13312,0.0259772,0.240815
0.13612,0.0266843,0.24759
0.13912,0.0273912,0.254366
0.14212,0.028098,0.261144
0.14512,0.0288045,0.267923
0.14812,0.0295109,0.274703
0.15112,0.0302179,0.281493
0.15412,0.0309262,0.288297
0.15712,0.0316343,0.295104
0.16012,0.0323423,0.301912
0.16312,0.0330497,0.308717
0.16612,0.0337564,0.315519
0.16912,0.0344627,0.322319
0.17212,0.0351686,0.329118
0.17512,0.0358742,0.335917
0.17812,0.0365795,0.342715
0.18112,0.0372845,0.349513
0.18412,0.0379893,0.356311
0.18712,0.0386939,0.36311
0.19012,0.0393983,0.369909
0.19312,0.0401029,0.376713
0.19612,0.0408083,0.383526
0.19912,0.0415136,0.390342
0.20212,0.0422188,0.397159
0.20512,0.0429239,0.403977
0.20812,0.0436289,0.410797
0.21112,0.0443337,0.417618
0.21412,0.0450385,0.42444
0.21712,0.0457431,0.431263
0.22012,0.0464476,0.438087
0.22312,0.0471519,0.444912
0.22612,0.0478562,0.451739
0.22912,0.0485603,0.458566
0.23212,0.0492643,0.465395
0.23512,0.0499683,0.472226
0.23812,0.0506729,0.479065
0.24112,0.0513774,0.485906
0.24412,0.0520819,0.492748
0.24712,0.0527862,0.499592
0.25012,0.0534905,0.506437
0.25312,0.0541946,0.513283
0.25612,0.0548986,0.520131
0.25912,0.0556025,0.526979
0.26212,0.0563063,0.533829
0.26512,0.05701,0.54068
0.26812,0.0577135,0.547532
0.27112,0.058417,0.554385
0.27412,0.0591203,0.561239
0.27712,0.0598236,0.568095
0.28012,0.0605272,0.574957
0.28312,0.0612308,0.581821
0.28612,0.0619343,0.588686
0.28912,0.0626377,0.595553
0.29212,0.063341,0.60242
0.29512,0.0640442,0.609289
0.29812,0.0647471,0.616157
0.30112,0.0654488,0.623017
0.30412,0.0661495,0.629868
0.30712,0.0668493,0.636713
0.31012,0.0675483,0.643552
0.31312,0.0682466,0.650386
0.31612,0.0689442,0.657217
0.31912,0.0696413,0.664043
0.32212,0.0703381,0.670869
0.32512,0.0710346,0.677694
0.32812,0.0717306,0.684517
0.33112,0.0724261,0.691337
0.33412,0.073121,0.698152
0.33712,0.0738153,0.704964
0.34012,0.0745092,0.711774
0.34312,0.0752027,0.718582
0.34612,0.0758958,0.725388
0.34912,0.0765885,0.732192
0.35212,0.0772808,0.738994
0.35512,0.0779728,0.745794
0.35812,0.0786644,0.752593
0.36112,0.0793558,0.759392
0.36412,0.0800471,0.766192
0.36712,0.0807386,0.772994
0.37012,0.0814298,0.779797
0.37312,0.0821206,0.786597
0.37612,0.0828101,0.793386
0.37912,0.0834979,0.800162
0.38212,0.0841827,0.806908
0.38512,0.084865,0.813633
0.38812,0.0855449,0.820334
0.39112,0.0862237,0.827026
0.39412,0.0869019,0.833715
0.39712,0.0875798,0.840401
0.40012,0.0882572,0.847085
0.40312,0.0889344,0.853767
0.40612,0.0896115,0.86045
0.40912,0.0902886,0.867134
0.41212,0.0909656,0.87382
0.41512,0.0916424,0.880504
0.41812,0.0923188,0.887187
0.42112,0.092995,0.893868
0.42412,0.0936708,0.900548
0.42712,0.0943463,0.907226
0.43012,0.0950215,0.913903
0.43312,0.0956964,0.920578
0.43612,0.096371,0.927251
0.43912,0.0970453,0.933924
0.44212,0.0977193,0.940594
0.44512,0.0983931,0.947264
0.44812,0.0990666,0.953933
0.45112,0.0997401,0.960603
0.45412,0.100414,0.967274
0.45712,0.101087,0.973947
0.46012,0.10176,0.980619
0.46312,0.102433,0.98729
0.46612,0.103106,0.99396
0.46912,0.104429,1
0.470939,0.104528,1
0.472289,0.104847,1
